Job_Title,Industry,Job_Status,AI_Impact_Level,Median_Salary_USD,Required_Education,Experience_Required_Years,Remote_Work_Ratio_%,Automation_Risk_%,Location,Gender_Diversity_%,Job_Growth_Rate_%
"engineer, site",manufacturing,decreasing,low,91927.44,phd,14.0,47.4,14.11,canada,22.87,-17.194632729284827
health physicist,education,decreasing,low,125507.28,bachelor's degree,13.0,30.66,67.87,india,25.6,-54.57566462167689
fashion designer,manufacturing,increasing,high,67275.45,master's degree,14.0,67.32,29.51,usa,24.26,789.7041420118344
chief executive officer,education,increasing,high,88469.54,master's degree,5.0,96.8,1.2,canada,43.3,49.310344827586206
"journalist, broadcasting",healthcare,decreasing,high,124965.79,bachelor's degree,14.0,79.26,79.73,uk,63.97,-64.8396501457726
press photographer,education,decreasing,high,149342.57,associate degree,0.0,68.53,75.21,usa,31.12,62.88701246481705
advertising art director,education,decreasing,high,135750.33,associate degree,16.0,49.68,98.21,india,34.82,150.33175355450237
oceanographer,retail,increasing,high,139252.78,phd,11.0,20.34,4.16,germany,32.03,-35.72560009747776
education administrator,healthcare,increasing,high,30801.69,master's degree,3.0,36.08,62.33,brazil,52.59,52.826510721247566
tefl teacher,transportation,decreasing,low,30016.61,high school,0.0,31.4,77.59,uk,47.77,-22.62354935454427
web designer,entertainment,decreasing,high,46844.13,high school,0.0,4.55,39.87,australia,60.48,152.12486883525708
public relations account executive,education,increasing,high,123677.75,bachelor's degree,17.0,86.45,75.32,uk,49.38,296.36069551152445
product designer,transportation,increasing,moderate,82339.53,phd,14.0,1.91,92.23,brazil,25.72,55.739299610894946
airline pilot,healthcare,increasing,moderate,32447.98,phd,15.0,90.33,37.44,usa,29.72,-49.0359168241966
lawyer,entertainment,increasing,high,106515.89,high school,18.0,93.61,1.68,canada,55.95,12.989481687998985
technical brewer,education,decreasing,high,138692.96,high school,18.0,79.05,77.28,brazil,48.96,-85.34429599177801
chartered accountant,education,increasing,high,90060.55,bachelor's degree,11.0,24.3,43.53,china,24.71,327.1941489361702
dentist,healthcare,increasing,high,100489.77,high school,10.0,47.76,82.55,germany,49.35,6.483921982076963
"programmer, systems",retail,decreasing,moderate,96731.14,bachelor's degree,14.0,95.85,79.51,germany,70.63,72.09484616892024
contracting civil engineer,entertainment,increasing,moderate,121583.14,bachelor's degree,0.0,95.09,48.13,canada,43.32,34.67741935483871
plant breeder/geneticist,it,increasing,high,31145.08,master's degree,6.0,10.25,54.47,india,35.46,44.02692091979809
sports coach,it,decreasing,high,42946.29,phd,10.0,4.8,96.11,australia,77.41,39.13759544842042
"engineer, land",education,increasing,moderate,62208.18,bachelor's degree,9.0,9.41,81.05,usa,29.1,-70.52182293817981
chartered management accountant,it,increasing,high,79512.67,master's degree,12.0,37.42,78.76,usa,33.51,63.741379310344826
set designer,healthcare,decreasing,moderate,140755.73,master's degree,6.0,75.33,62.66,canada,76.04,1.3511550196135405
site engineer,transportation,increasing,low,130553.5,bachelor's degree,0.0,86.73,19.11,uk,56.96,206.2009978617249
sub,it,increasing,low,60030.37,master's degree,10.0,21.3,15.29,germany,51.09,-82.06962327134
manufacturing engineer,retail,decreasing,moderate,36321.84,phd,9.0,43.36,75.67,brazil,75.57,122.16796875
chemical engineer,it,decreasing,low,133839.58,associate degree,17.0,89.38,6.45,uk,27.17,-86.99683135782185
dramatherapist,education,increasing,high,143485.13,master's degree,7.0,22.4,43.63,china,46.84,749.8346196251379
special effects artist,finance,decreasing,high,89002.5,high school,9.0,24.13,61.83,uk,36.09,64.85872036375446
freight forwarder,retail,decreasing,high,117192.03,high school,3.0,47.87,39.65,brazil,73.81,-35.36036036036036
"therapist, drama",education,increasing,moderate,123569.08,phd,9.0,59.58,3.94,germany,75.25,374.1573033707865
retail merchandiser,retail,increasing,moderate,53458.05,high school,12.0,80.71,6.79,brazil,43.96,-73.40295909486511
counsellor,entertainment,increasing,moderate,127153.23,associate degree,0.0,43.44,82.78,usa,49.15,691.2396694214876
training and development officer,it,increasing,high,38203.64,master's degree,0.0,6.46,64.39,australia,60.76,-13.021400072542619
special educational needs teacher,transportation,decreasing,low,108898.98,bachelor's degree,11.0,47.46,31.92,usa,58.72,-33.43063664164582
"librarian, public",healthcare,decreasing,high,91505.84,high school,6.0,3.28,21.92,brazil,39.85,2029.1970802919707
paramedic,healthcare,decreasing,high,74052.5,bachelor's degree,2.0,6.07,10.57,brazil,28.24,-26.545893719806763
"radiographer, therapeutic",manufacturing,decreasing,high,144252.06,master's degree,10.0,82.0,99.76,usa,63.71,4782.65306122449
"engineer, building services",healthcare,decreasing,high,96930.98,bachelor's degree,10.0,91.71,68.88,india,54.93,0.8417162800246356
applications developer,transportation,increasing,low,141399.31,high school,0.0,84.29,70.85,germany,50.62,-50.79678957775968
landscape architect,transportation,increasing,moderate,96880.31,bachelor's degree,0.0,73.1,52.29,usa,77.61,-47.429906542056074
academic librarian,it,increasing,high,61168.3,associate degree,19.0,56.51,96.63,brazil,75.97,849.856184084372
barrister,it,increasing,low,99810.57,phd,14.0,69.05,24.46,brazil,45.31,27.053669222343924
"surveyor, insurance",retail,increasing,moderate,30430.22,bachelor's degree,9.0,32.79,76.72,uk,71.13,-96.13925463066279
petroleum engineer,healthcare,increasing,moderate,75345.04,associate degree,17.0,53.44,79.24,australia,32.59,38.50165955429114
learning mentor,education,decreasing,moderate,120843.93,high school,8.0,57.63,72.15,brazil,25.58,-34.57046457305996
agricultural engineer,healthcare,decreasing,moderate,31809.49,phd,2.0,92.84,61.53,uk,42.05,-39.290450928381965
"engineer, mining",it,decreasing,moderate,122463.13,high school,15.0,56.12,7.64,germany,53.55,24.99223843526855
tax adviser,healthcare,decreasing,low,62463.09,master's degree,15.0,6.93,17.52,germany,30.35,484.27726120033816
sales executive,transportation,increasing,low,115231.55,master's degree,3.0,48.55,38.18,india,21.44,16.357715430861724
oncologist,finance,decreasing,moderate,79292.24,phd,17.0,7.98,45.41,uk,71.87,174.80803307737744
art therapist,entertainment,decreasing,low,149722.89,phd,4.0,56.42,32.2,uk,67.55,-60.26248632883704
diagnostic radiographer,education,decreasing,low,43174.68,phd,10.0,90.79,62.91,australia,20.2,176.96951403561727
environmental health practitioner,transportation,decreasing,high,148964.34,master's degree,10.0,66.76,4.0,australia,21.8,861.9389587073609
water engineer,transportation,increasing,high,95558.23,high school,14.0,85.18,33.34,brazil,69.07,-84.75329208313501
investment analyst,it,decreasing,high,64572.31,high school,14.0,45.56,77.95,china,29.39,-24.913402611244337
"surveyor, hydrographic",finance,decreasing,high,96186.07,associate degree,18.0,72.05,66.94,india,64.17,-92.39583333333333
environmental education officer,it,increasing,low,73698.8,phd,5.0,32.8,23.53,usa,61.56,-73.85786802030458
broadcast journalist,entertainment,decreasing,moderate,142555.77,high school,15.0,25.3,58.21,brazil,61.0,-69.95960337862651
naval architect,healthcare,decreasing,low,58865.08,phd,12.0,15.94,3.63,canada,21.67,6.879471656576774
maintenance engineer,healthcare,increasing,high,87984.24,associate degree,13.0,38.89,71.93,china,65.54,1147.2545757071548
building control surveyor,it,decreasing,moderate,99590.96,bachelor's degree,11.0,16.98,82.81,brazil,29.77,53.27838827838828
charity officer,finance,decreasing,high,148082.68,phd,15.0,80.42,11.96,usa,44.78,335.7959542656113
"teacher, music",transportation,increasing,moderate,114330.23,master's degree,13.0,79.45,63.89,germany,43.59,-74.74568251715165
accounting technician,transportation,decreasing,high,89430.84,phd,11.0,28.47,44.49,usa,27.62,472.82835302293256
social worker,education,decreasing,moderate,123135.47,associate degree,4.0,67.48,56.26,australia,27.5,17.159498207885303
"teacher, music",transportation,increasing,high,57839.08,master's degree,14.0,65.31,38.47,uk,26.38,30.54325017486594
"copywriter, advertising",retail,decreasing,low,62462.58,master's degree,6.0,20.32,68.33,germany,32.73,151.12508272667108
armed forces operational officer,retail,decreasing,low,124195.42,master's degree,9.0,21.52,73.1,india,69.33,93.50893697083725
probation officer,retail,increasing,high,71117.13,bachelor's degree,13.0,4.4,38.58,uk,35.2,-73.54591836734694
"librarian, academic",finance,increasing,moderate,32358.65,associate degree,17.0,22.47,43.84,brazil,24.09,15.983006152944624
dance movement psychotherapist,manufacturing,decreasing,moderate,74592.01,bachelor's degree,4.0,61.09,52.69,brazil,24.35,-13.818565400843882
careers adviser,manufacturing,decreasing,moderate,142927.87,high school,14.0,95.67,21.97,china,38.78,-19.912635840613678
dentist,education,decreasing,low,52693.99,high school,20.0,61.98,0.69,brazil,39.65,-36.102167847177505
legal executive,manufacturing,increasing,low,87190.41,associate degree,1.0,43.69,59.74,usa,67.02,72.4533986066654
insurance risk surveyor,education,increasing,high,98408.8,bachelor's degree,1.0,87.98,81.36,uk,50.55,-32.01327686849032
catering manager,manufacturing,decreasing,low,72577.11,associate degree,17.0,22.14,65.39,australia,62.92,-65.74778200253485
charity fundraiser,entertainment,decreasing,low,141810.77,high school,6.0,71.88,23.2,china,21.3,-93.68509682851528
"therapist, drama",manufacturing,increasing,moderate,38594.5,bachelor's degree,11.0,68.73,29.1,china,34.17,-96.38455217748562
medical illustrator,education,increasing,low,104429.17,phd,1.0,29.25,83.62,china,35.73,-28.72870249017038
occupational therapist,healthcare,decreasing,moderate,81099.05,high school,12.0,8.72,66.49,brazil,75.89,184.7826086956522
arts administrator,it,decreasing,moderate,146591.6,master's degree,11.0,55.31,53.39,germany,79.12,12.404287901990811
stage manager,education,decreasing,moderate,123916.12,high school,10.0,79.63,7.82,canada,62.36,-7.24238248354004
"designer, fashion/clothing",finance,increasing,high,115535.46,high school,11.0,62.47,75.09,brazil,37.98,-87.08971553610503
research scientist (maths),it,increasing,low,99758.2,bachelor's degree,11.0,22.54,53.62,germany,78.63,154.11516430509496
clinical cytogeneticist,retail,decreasing,low,73665.57,phd,2.0,86.77,21.78,india,37.11,-24.19993401517651
quantity surveyor,entertainment,increasing,low,51794.44,bachelor's degree,20.0,21.67,72.1,india,77.93,-78.49829351535837
manufacturing engineer,transportation,increasing,low,37663.99,master's degree,13.0,6.02,78.11,germany,48.01,1284.6534653465346
soil scientist,finance,increasing,low,107471.61,high school,11.0,19.82,47.92,brazil,27.96,-52.53833402403647
youth worker,transportation,decreasing,low,135682.47,associate degree,15.0,23.58,23.97,usa,72.88,85.45592994479345
engineering geologist,transportation,increasing,moderate,37859.04,high school,11.0,61.93,23.02,china,33.63,-71.91413237924866
electronics engineer,transportation,decreasing,moderate,101927.1,phd,2.0,50.38,27.94,usa,38.47,-56.9388240895025
"journalist, magazine",retail,increasing,high,110232.41,master's degree,10.0,31.37,18.24,australia,22.06,166.9467787114846
photographer,healthcare,increasing,high,45177.2,master's degree,16.0,6.91,34.57,usa,63.89,229.78568833999273
"radiographer, therapeutic",education,decreasing,low,76654.02,associate degree,5.0,59.27,4.41,canada,20.08,-52.64711307876776
armed forces technical officer,transportation,increasing,moderate,34604.47,high school,17.0,13.18,28.95,canada,23.33,-10.634308926153526
"programmer, systems",healthcare,increasing,moderate,96021.27,bachelor's degree,13.0,59.31,22.27,brazil,46.41,329.65043695380774
"investment banker, corporate",healthcare,increasing,moderate,88555.88,bachelor's degree,14.0,25.49,21.42,uk,52.77,130.95396931287524
armed forces operational officer,healthcare,increasing,moderate,63196.41,master's degree,7.0,86.0,98.17,australia,70.27,-14.143624428088323
therapeutic radiographer,education,decreasing,low,145182.53,master's degree,13.0,18.74,19.98,brazil,72.38,379.983922829582
"research officer, trade union",finance,decreasing,moderate,111284.63,high school,11.0,67.87,46.38,canada,72.72,602.457956015524
training and development officer,manufacturing,increasing,moderate,107268.74,associate degree,13.0,45.6,55.5,brazil,75.8,313.72369624885636
television production assistant,healthcare,decreasing,low,59751.99,master's degree,11.0,58.5,53.99,canada,58.13,-53.26336975273146
"designer, jewellery",healthcare,decreasing,moderate,59191.58,associate degree,7.0,23.31,0.01,australia,58.4,1426.148969889065
health promotion specialist,manufacturing,increasing,high,66140.86,phd,15.0,18.02,22.96,canada,41.18,-26.8905231025392
adult nurse,it,increasing,low,36932.52,phd,0.0,50.66,65.24,australia,36.71,-27.753234458819815
"engineer, agricultural",healthcare,increasing,moderate,57301.61,bachelor's degree,18.0,31.41,24.92,india,36.63,-49.973530968766546
"journalist, newspaper",healthcare,decreasing,high,101822.34,master's degree,9.0,93.76,32.41,germany,72.66,364.68311562651184
"surveyor, building control",education,increasing,moderate,125609.81,bachelor's degree,1.0,45.71,53.5,uk,62.2,134.93333333333334
youth worker,manufacturing,decreasing,high,110472.77,associate degree,3.0,95.97,85.69,germany,36.53,-44.045368620037806
event organiser,healthcare,increasing,moderate,64499.96,master's degree,0.0,13.07,41.14,germany,26.1,27.25353042101095
newspaper journalist,manufacturing,decreasing,moderate,142509.66,bachelor's degree,7.0,74.78,13.79,india,55.44,1.1738578680203047
personnel officer,education,increasing,moderate,101307.64,phd,3.0,61.43,39.79,india,67.35,207.0569366479551
scientific laboratory technician,it,decreasing,low,127522.25,high school,8.0,73.54,59.66,australia,68.09,-23.997160099396524
"programme researcher, broadcasting/film/video",retail,decreasing,low,96248.99,bachelor's degree,2.0,11.24,84.57,brazil,23.92,448.53046594982084
meteorologist,finance,decreasing,low,61617.71,associate degree,11.0,47.33,16.64,india,23.22,-81.26674786845311
chartered accountant,it,decreasing,high,128778.53,master's degree,17.0,86.78,91.6,usa,77.32,7.145201882043987
"optician, dispensing",it,increasing,high,121566.31,high school,17.0,37.05,80.81,usa,30.23,174.53703703703704
lawyer,finance,increasing,low,119534.16,phd,13.0,14.16,81.2,brazil,30.95,-81.34057971014492
chartered certified accountant,manufacturing,increasing,moderate,47975.73,master's degree,2.0,82.43,72.76,india,45.95,109.79469632164242
editorial assistant,manufacturing,decreasing,low,145059.57,phd,5.0,46.87,68.98,australia,65.94,61.3589364844904
statistician,education,increasing,high,120608.63,high school,15.0,76.39,27.92,canada,76.27,-33.25168401714635
barrister's clerk,entertainment,decreasing,moderate,72833.24,bachelor's degree,8.0,93.16,82.5,usa,55.16,68.2815616984896
chief executive officer,entertainment,decreasing,high,42328.47,bachelor's degree,11.0,23.86,79.24,usa,74.61,-84.4222833562586
database administrator,manufacturing,increasing,high,139123.86,phd,16.0,39.88,27.74,australia,26.46,8.07661612130886
contractor,it,increasing,high,58219.32,bachelor's degree,19.0,34.59,67.03,germany,33.39,-22.783751493428912
academic librarian,retail,increasing,high,59728.15,phd,14.0,63.51,75.32,uk,29.51,53.526550466153225
call centre manager,healthcare,increasing,low,92422.39,bachelor's degree,11.0,30.31,95.72,uk,44.92,-52.33333333333333
